log_id,timestamp,user_action,exception_type,exception_message,origin_file,origin_line,origin_function,db_error_message,db_error_detail,http_status,session_id,resolution_hint,source_log_file,python_traceback,bug_id,execution_id,test_case_id,module
logs_006.txt:175,1986-11-28T09:00:31,The user deleted the subscription renewal while ensuring all mandatory fields were populated.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/documents/models/record.py,242,action_confirm,"duplicate key value violates unique constraint ""documents_unique_id""",Key (name)=(Test_Record_001) already exists.,503,4d636178-b890-4abe-974c-30f48e28b8d7,The warehouse operator processed the subscription renewal due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/documents/models/record.py"", line 242, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1578, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000385,EXEC-001087,TC-000717,Documents
logs_006.txt:176,1984-10-29T20:09:11,The API endpoint updated the POS receipt and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/helpdesk/models/record.py,473,action_confirm,"duplicate key value violates unique constraint ""helpdesk_unique_id""",Key (name)=(Test_Record_001) already exists.,502,96996a16-f13d-403f-8527-833a41eeb7bf,The manager calculated the manufacturing order after verifying the related documents.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/helpdesk/models/record.py"", line 473, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2632, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001374,EXEC-003182,TC-007365,Helpdesk
logs_006.txt:177,2003-05-19T02:05:05,The sales representative verified the incoming shipment after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/payroll/models/record.py,195,action_confirm,"duplicate key value violates unique constraint ""payroll_unique_id""",Key (name)=(Test_Record_001) already exists.,500,9ccc5806-8144-4f87-99d2-9eb68875e88e,The API endpoint rejected the POS receipt after verifying the related documents.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/payroll/models/record.py"", line 195, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1761, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-009356,EXEC-018717,TC-006909,Payroll
logs_006.txt:178,1995-03-07T12:15:59,The warehouse operator escalated the invoice while ensuring all mandatory fields were populated.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/website/models/record.py,102,action_confirm,"duplicate key value violates unique constraint ""website_unique_id""",Key (name)=(Test_Record_001) already exists.,502,ab86f35c-a0b0-4622-9a01-477fde873e03,The system updated the subscription renewal while ensuring all mandatory fields were populated.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/website/models/record.py"", line 102, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1285, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-007639,EXEC-000551,TC-006053,Website
logs_006.txt:179,2001-04-24T12:43:02,The API endpoint deleted the incoming shipment but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/subscriptions/models/record.py,59,action_confirm,"duplicate key value violates unique constraint ""subscriptions_unique_id""",Key (name)=(Test_Record_001) already exists.,502,531b9287-cd20-4dff-bc7f-8989c33e2d53,The warehouse operator attempted to confirm the incoming shipment which resulted in an AccessError.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/subscriptions/models/record.py"", line 59, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2840, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005067,EXEC-009289,TC-007096,Subscriptions
logs_006.txt:180,1975-10-30T18:23:48,The warehouse operator attempted to confirm the POS receipt and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/accounting/models/record.py,49,action_confirm,"duplicate key value violates unique constraint ""accounting_unique_id""",Key (name)=(Test_Record_001) already exists.,404,bec67af9-69a4-4430-8c01-29e19f695613,The sales representative calculated the transfer and successfully completed the transaction.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/accounting/models/record.py"", line 49, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2779, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000395,EXEC-013006,TC-009284,Accounting
logs_006.txt:181,2016-08-11T23:37:09,The accountant deleted the transfer due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/inventory/models/record.py,358,action_confirm,"duplicate key value violates unique constraint ""inventory_unique_id""",Key (name)=(Test_Record_001) already exists.,502,c1889b21-2ca5-4a5a-bb3c-198646c02d3b,The warehouse operator escalated the subscription renewal triggering a workflow notification.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/inventory/models/record.py"", line 358, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2920, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-009704,EXEC-010736,TC-006165,Inventory
logs_006.txt:182,2008-06-16T14:32:41,The background job updated the POS receipt after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/payroll/models/record.py,361,action_confirm,"duplicate key value violates unique constraint ""payroll_unique_id""",Key (name)=(Test_Record_001) already exists.,403,e84ef7a9-ae51-4f19-9ccb-884282c1c3fe,The user verified the manufacturing order due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/payroll/models/record.py"", line 361, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2359, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004229,EXEC-001293,TC-000256,Payroll
logs_006.txt:183,1974-08-15T14:52:30,The accountant escalated the subscription renewal and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/payroll/models/record.py,40,action_confirm,"duplicate key value violates unique constraint ""payroll_unique_id""",Key (name)=(Test_Record_001) already exists.,404,ea8d847c-4313-41b4-a6ba-794d977fbade,The user deleted the employee record due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/payroll/models/record.py"", line 40, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2965, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004534,EXEC-007135,TC-004907,Payroll
logs_006.txt:184,2016-10-10T08:18:42,The accountant processed the POS receipt while ensuring all mandatory fields were populated.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/studio/models/record.py,186,action_confirm,"duplicate key value violates unique constraint ""studio_unique_id""",Key (name)=(Test_Record_001) already exists.,400,d531e60e-fcc4-4c28-91c4-b77b12e3b901,The warehouse operator calculated the POS receipt triggering a workflow notification.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/studio/models/record.py"", line 186, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2630, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005506,EXEC-003329,TC-019829,Studio
logs_006.txt:185,1997-11-16T02:55:51,The system validated the subscription renewal which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/sales/models/record.py,337,action_confirm,"duplicate key value violates unique constraint ""sales_unique_id""",Key (name)=(Test_Record_001) already exists.,500,58ed4847-9f20-4245-81bb-829e59c5ead1,The background job processed the POS receipt after verifying the related documents.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/sales/models/record.py"", line 337, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1912, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004155,EXEC-002023,TC-000197,Sales
logs_006.txt:186,1971-10-22T13:10:34,The sales representative rejected the subscription renewal due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/quality/models/record.py,24,action_confirm,"duplicate key value violates unique constraint ""quality_unique_id""",Key (name)=(Test_Record_001) already exists.,400,df387d59-c2c5-4b0c-80ad-da82adffbe5e,The background job escalated the subscription renewal but encountered a permission error.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/quality/models/record.py"", line 24, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1760, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-007528,EXEC-010951,TC-002177,Quality
logs_006.txt:187,1995-05-28T04:26:36,The warehouse operator configured the manufacturing order due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/documents/models/record.py,300,action_confirm,"duplicate key value violates unique constraint ""documents_unique_id""",Key (name)=(Test_Record_001) already exists.,500,4349b378-9049-4814-a930-98080450072f,The system rejected the manufacturing order due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/documents/models/record.py"", line 300, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1020, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003686,EXEC-000435,TC-002372,Documents
logs_006.txt:188,2002-10-04T02:28:43,The warehouse operator escalated the incoming shipment but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/purchase/models/record.py,457,action_confirm,"duplicate key value violates unique constraint ""purchase_unique_id""",Key (name)=(Test_Record_001) already exists.,403,aa22c500-8a73-42ff-ae49-689b5e0e3f57,The system verified the employee record but the system raised a validation exception.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/purchase/models/record.py"", line 457, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2799, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-007472,EXEC-000672,TC-018648,Purchase
logs_006.txt:189,2003-11-17T08:54:21,The system validated the invoice but encountered a permission error.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/crm/models/record.py,297,action_confirm,"duplicate key value violates unique constraint ""crm_unique_id""",Key (name)=(Test_Record_001) already exists.,500,f65df1de-ed9c-403d-89d9-2f12457cadd3,The accountant calculated the employee record while ensuring all mandatory fields were populated.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/crm/models/record.py"", line 297, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2536, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008532,EXEC-014007,TC-016075,CRM
logs_006.txt:190,1984-11-15T01:52:51,The user attempted to confirm the transfer and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/hr/models/record.py,402,action_confirm,"duplicate key value violates unique constraint ""hr_unique_id""",Key (name)=(Test_Record_001) already exists.,502,26d38ee2-7ee4-4270-8921-42b1a0dc60e1,The accountant attempted to confirm the invoice but encountered a permission error.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/hr/models/record.py"", line 402, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2014, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-007168,EXEC-004626,TC-019638,HR
logs_006.txt:191,2009-10-06T16:17:52,The API endpoint escalated the POS receipt triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/subscriptions/models/record.py,434,action_confirm,"duplicate key value violates unique constraint ""subscriptions_unique_id""",Key (name)=(Test_Record_001) already exists.,404,36fb341b-b797-48fd-b85b-0d6a30976326,The sales representative attempted to confirm the invoice which resulted in an AccessError.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/subscriptions/models/record.py"", line 434, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1281, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-002424,EXEC-001057,TC-003735,Subscriptions
logs_006.txt:192,2019-04-27T05:24:47,The API endpoint escalated the incoming shipment but encountered a permission error.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/maintenance/models/record.py,67,action_confirm,"duplicate key value violates unique constraint ""maintenance_unique_id""",Key (name)=(Test_Record_001) already exists.,403,58acc04f-356b-46c2-bba1-6e08f42f2883,The warehouse operator validated the incoming shipment due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/maintenance/models/record.py"", line 67, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2177, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-002707,EXEC-003868,TC-005767,Maintenance
logs_006.txt:193,1971-01-09T04:23:03,The user processed the incoming shipment but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/purchase/models/record.py,480,action_confirm,"duplicate key value violates unique constraint ""purchase_unique_id""",Key (name)=(Test_Record_001) already exists.,500,9fdc5a5c-8bcd-4206-a914-40a768181d19,The manager rejected the manufacturing order due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/purchase/models/record.py"", line 480, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1245, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003371,EXEC-017792,TC-007473,Purchase
logs_006.txt:194,1996-08-28T09:53:22,The API endpoint validated the invoice and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/sales/models/record.py,337,action_confirm,"duplicate key value violates unique constraint ""sales_unique_id""",Key (name)=(Test_Record_001) already exists.,502,c332cae8-b8bf-4779-9c11-4c164773a800,The background job attempted to confirm the manufacturing order but the system raised a validation exception.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/sales/models/record.py"", line 337, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2930, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003719,EXEC-007487,TC-001159,Sales
logs_006.txt:195,1986-02-18T00:33:48,The system attempted to confirm the transfer and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/accounting/models/record.py,73,action_confirm,"duplicate key value violates unique constraint ""accounting_unique_id""",Key (name)=(Test_Record_001) already exists.,503,fb6d0fd8-c4c8-47c7-95cd-a7ce0340f2fb,The background job validated the incoming shipment but the system raised a validation exception.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/accounting/models/record.py"", line 73, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1738, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005222,EXEC-015324,TC-006921,Accounting
logs_006.txt:196,1994-05-09T21:21:20,The sales representative deleted the POS receipt but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/inventory/models/record.py,158,action_confirm,"duplicate key value violates unique constraint ""inventory_unique_id""",Key (name)=(Test_Record_001) already exists.,500,58efa810-80d6-4ce5-9394-bf61f736e0e0,The background job attempted to confirm the subscription renewal which resulted in an AccessError.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/inventory/models/record.py"", line 158, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2703, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005401,EXEC-005693,TC-003572,Inventory
logs_006.txt:197,2019-06-19T18:47:35,The sales representative escalated the subscription renewal after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/payroll/models/record.py,73,action_confirm,"duplicate key value violates unique constraint ""payroll_unique_id""",Key (name)=(Test_Record_001) already exists.,400,6d590a31-f0aa-484f-ab0d-594607ea9827,The accountant processed the employee record while ensuring all mandatory fields were populated.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/payroll/models/record.py"", line 73, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2835, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008476,EXEC-011133,TC-011604,Payroll
logs_006.txt:198,1998-12-21T12:53:10,The system validated the manufacturing order and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/manufacturing/models/record.py,422,action_confirm,"duplicate key value violates unique constraint ""manufacturing_unique_id""",Key (name)=(Test_Record_001) already exists.,503,9d51a5ad-b2bd-4b06-81da-6f56232f8d44,The background job verified the subscription renewal but the system raised a validation exception.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/manufacturing/models/record.py"", line 422, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1216, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003373,EXEC-009407,TC-016245,Manufacturing
logs_006.txt:199,1984-06-14T11:01:01,The manager verified the employee record after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/knowledge/models/record.py,59,action_confirm,"duplicate key value violates unique constraint ""knowledge_unique_id""",Key (name)=(Test_Record_001) already exists.,500,e1d1a161-afc0-4f3d-aced-1c1283f7b97f,The sales representative attempted to confirm the invoice but the system raised a validation exception.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/knowledge/models/record.py"", line 59, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2650, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-006291,EXEC-016389,TC-019788,Knowledge
logs_006.txt:200,1999-11-23T08:18:35,The system deleted the invoice and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/purchase/models/record.py,373,action_confirm,"duplicate key value violates unique constraint ""purchase_unique_id""",Key (name)=(Test_Record_001) already exists.,404,9073107a-7eda-4964-bbec-d8dfc5c5ae44,The manager verified the manufacturing order and successfully completed the transaction.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/purchase/models/record.py"", line 373, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1341, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004900,EXEC-018542,TC-019897,Purchase
logs_006.txt:201,2008-01-29T07:19:29,The accountant configured the POS receipt which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/maintenance/models/record.py,110,action_confirm,"duplicate key value violates unique constraint ""maintenance_unique_id""",Key (name)=(Test_Record_001) already exists.,500,b797787f-8c2d-494f-90f8-12aec99db279,The sales representative rejected the invoice which resulted in an AccessError.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/maintenance/models/record.py"", line 110, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1870, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003023,EXEC-004809,TC-016648,Maintenance
logs_006.txt:202,2003-09-14T21:19:17,The accountant processed the POS receipt but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/helpdesk/models/record.py,480,action_confirm,"duplicate key value violates unique constraint ""helpdesk_unique_id""",Key (name)=(Test_Record_001) already exists.,403,df7185f3-4429-493e-9a98-9f7bfd0e5f7f,The accountant attempted to confirm the POS receipt but the system raised a validation exception.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/helpdesk/models/record.py"", line 480, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1944, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-002326,EXEC-011770,TC-015430,Helpdesk
logs_006.txt:203,1984-11-27T06:34:02,The background job configured the employee record which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/knowledge/models/record.py,481,action_confirm,"duplicate key value violates unique constraint ""knowledge_unique_id""",Key (name)=(Test_Record_001) already exists.,403,508bd68b-7f40-4bee-b528-9f33b1b621f4,The background job rejected the subscription renewal while ensuring all mandatory fields were populated.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/knowledge/models/record.py"", line 481, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2317, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-002468,EXEC-014135,TC-006131,Knowledge
logs_006.txt:204,1984-03-16T00:13:56,The background job attempted to confirm the subscription renewal which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/helpdesk/models/record.py,263,action_confirm,"duplicate key value violates unique constraint ""helpdesk_unique_id""",Key (name)=(Test_Record_001) already exists.,403,4e6e8e71-eae3-469e-ad13-1afcaf3672ef,The background job deleted the invoice but encountered a permission error.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/helpdesk/models/record.py"", line 263, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2809, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-009349,EXEC-002273,TC-018451,Helpdesk
logs_006.txt:205,1983-01-18T00:31:39,The background job rejected the invoice while ensuring all mandatory fields were populated.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/project/models/record.py,107,action_confirm,"duplicate key value violates unique constraint ""project_unique_id""",Key (name)=(Test_Record_001) already exists.,502,cd992b19-ddca-4c7b-8e6e-5cce99ae5e44,The user validated the subscription renewal and successfully completed the transaction.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/project/models/record.py"", line 107, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1699, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-006208,EXEC-009809,TC-004756,Project
logs_006.txt:206,1972-03-20T20:21:20,The manager verified the manufacturing order but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/hr/models/record.py,224,action_confirm,"duplicate key value violates unique constraint ""hr_unique_id""",Key (name)=(Test_Record_001) already exists.,403,a08dc832-0109-4951-a94e-715826ca74a4,The user attempted to confirm the transfer which resulted in an AccessError.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/hr/models/record.py"", line 224, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2766, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000676,EXEC-007183,TC-015887,HR
logs_006.txt:207,1980-01-21T19:26:21,The system verified the POS receipt triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/rental/models/record.py,312,action_confirm,"duplicate key value violates unique constraint ""rental_unique_id""",Key (name)=(Test_Record_001) already exists.,500,787f0db4-88ef-4d37-8976-6add2d8b8782,The system attempted to confirm the POS receipt which resulted in an AccessError.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/rental/models/record.py"", line 312, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2585, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008723,EXEC-000960,TC-010777,Rental
logs_006.txt:208,1973-07-01T08:25:44,The API endpoint attempted to confirm the subscription renewal due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/maintenance/models/record.py,129,action_confirm,"duplicate key value violates unique constraint ""maintenance_unique_id""",Key (name)=(Test_Record_001) already exists.,404,b43ccc2c-07ec-4c19-9e02-4ceca7cf521b,The manager configured the POS receipt due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/maintenance/models/record.py"", line 129, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1973, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008679,EXEC-000126,TC-013670,Maintenance
logs_006.txt:209,2014-04-21T08:04:30,The system deleted the employee record after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/quality/models/record.py,239,action_confirm,"duplicate key value violates unique constraint ""quality_unique_id""",Key (name)=(Test_Record_001) already exists.,403,69579cbd-49d7-4127-94c3-4a3a9a4ad66c,The system rejected the invoice due to missing configuration settings.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/quality/models/record.py"", line 239, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1507, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-006359,EXEC-018960,TC-008791,Quality
logs_006.txt:210,1978-01-09T20:19:01,The accountant validated the invoice triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/knowledge/models/record.py,108,action_confirm,"duplicate key value violates unique constraint ""knowledge_unique_id""",Key (name)=(Test_Record_001) already exists.,503,b97a341b-83f4-4eeb-9fae-631467d0903b,The user attempted to confirm the manufacturing order after verifying the related documents.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/knowledge/models/record.py"", line 108, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2497, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-009600,EXEC-006611,TC-015275,Knowledge
logs_006.txt:211,2007-12-31T04:27:38,The system attempted to confirm the invoice triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/sales/models/record.py,436,action_confirm,"duplicate key value violates unique constraint ""sales_unique_id""",Key (name)=(Test_Record_001) already exists.,502,2365319a-37eb-413e-8b9f-0a9f10e63db4,The sales representative processed the manufacturing order after verifying the related documents.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/sales/models/record.py"", line 436, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2010, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001081,EXEC-006854,TC-003433,Sales
logs_006.txt:212,2013-06-11T08:25:39,The accountant processed the POS receipt which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/knowledge/models/record.py,104,action_confirm,"duplicate key value violates unique constraint ""knowledge_unique_id""",Key (name)=(Test_Record_001) already exists.,502,c051c38a-93b4-4c98-979b-da9a6c9225e0,The warehouse operator configured the subscription renewal triggering a workflow notification.,logs_006.txt,"Traceback (most recent call last): File ""/odoo/addons/knowledge/models/record.py"", line 104, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1545, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-006598,EXEC-006868,TC-018544,Knowledge
