screenshot_id,source_file,record_index,bug_id,execution_id,test_case_id,screen_name,module,buttons_json,labels_json,menus_json,dialog_boxes_json,tables_json,warning_messages_json,error_messages_json,field_values_json,captured_time,user_action
ocr_batch_006.json:1171,ocr_batch_006.json,1171,BUG-003903,EXEC-019302,TC-004575,Accounting Dashboard,Accounting,"[""We"", ""Case""]","[""Pressure"", ""Station"", ""Them"", ""Half"", ""Way"", ""Live"", ""Nor""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm You?""]","[""You List""]","[""The sales representative calculated the subscription renewal while ensuring all mandatory fields were populated.""]","[""""]","{""back"": ""add"", ""second"": ""affect"", ""friend"": ""picture"", ""appear"": ""kid"", ""product"": ""stand"", ""food"": ""human""}",2019-04-05T14:33:26,The background job verified the incoming shipment but encountered a permission error.
ocr_batch_006.json:1172,ocr_batch_006.json,1172,BUG-002427,EXEC-002861,TC-008398,Rental Dashboard,CRM,"[""Home"", ""Card"", ""Very""]","[""Change"", ""Performance"", ""Should"", ""Ever"", ""Hold"", ""Identify"", ""Only""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Knowledge?""]","[""Choose List""]","[""The user deleted the POS receipt but the system raised a validation exception.""]","[""""]","{""least"": ""election"", ""community"": ""happen"", ""see"": ""discussion"", ""again"": ""itself"", ""a"": ""ever""}",2018-05-17T21:51:05,The API endpoint attempted to confirm the POS receipt after verifying the related documents.
ocr_batch_006.json:1173,ocr_batch_006.json,1173,BUG-009174,EXEC-012954,TC-019650,Rental Dashboard,Knowledge,"[""Tonight"", ""Local"", ""Throw""]","[""Art"", ""You"", ""Wrong"", ""Bed"", ""Lay"", ""Trip""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Laugh?""]","[""Leg List""]","[""""]","[""The user validated the transfer and successfully completed the transaction.""]","{""difficult"": ""professor"", ""whatever"": ""beautiful"", ""number"": ""explain"", ""in"": ""look"", ""learn"": ""protect""}",2025-12-26T21:27:47,The sales representative attempted to confirm the incoming shipment after verifying the related documents.
ocr_batch_006.json:1174,ocr_batch_006.json,1174,BUG-007015,EXEC-014881,TC-000197,Knowledge Dashboard,Inventory,"[""Know"", ""Treat"", ""Part""]","[""Assume"", ""Today"", ""They"", ""Plan"", ""Family"", ""Door""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Drive?""]","[""Company List""]","[""The background job configured the invoice triggering a workflow notification.""]","[""""]","{""or"": ""morning"", ""situation"": ""hit"", ""hair"": ""follow"", ""raise"": ""already"", ""really"": ""like""}",2004-01-29T21:48:17,The sales representative validated the POS receipt but the system raised a validation exception. The API endpoint deleted the subscription renewal after verifying the related documents.
ocr_batch_006.json:1175,ocr_batch_006.json,1175,BUG-009881,EXEC-003422,TC-001640,Inventory Dashboard,Subscriptions,"[""Vote"", ""Couple"", ""Structure"", ""Church"", ""Defense""]","[""Music"", ""Carry"", ""Remain"", ""Board""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Usually?""]","[""Me List""]","[""""]","[""""]","{""his"": ""machine"", ""cut"": ""college"", ""indicate"": ""meet"", ""sound"": ""glass"", ""character"": ""operation"", ""report"": ""next""}",2024-02-04T10:52:13,The background job escalated the employee record triggering a workflow notification.
ocr_batch_006.json:1176,ocr_batch_006.json,1176,BUG-002309,EXEC-013620,TC-003022,Manufacturing Dashboard,Accounting,"[""Role"", ""Science"", ""Three"", ""My"", ""Red""]","[""Weight"", ""On"", ""Respond"", ""Itself"", ""Water"", ""Develop"", ""So""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Break?""]","[""Part List""]","[""The accountant calculated the manufacturing order while ensuring all mandatory fields were populated.""]","[""The API endpoint validated the transfer after verifying the related documents.""]","{""put"": ""seem"", ""husband"": ""alone"", ""guy"": ""there""}",2008-02-21T23:24:19,The accountant configured the subscription renewal after verifying the related documents.
ocr_batch_006.json:1177,ocr_batch_006.json,1177,BUG-007561,EXEC-001750,TC-019398,Purchase Dashboard,Quality,"[""Issue"", ""Down"", ""Family"", ""Almost"", ""Try""]","[""Particular"", ""Report"", ""As""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Here?""]","[""One List""]","[""""]","[""""]","{""foot"": ""perform"", ""decision"": ""daughter""}",1971-06-12T17:25:54,The warehouse operator validated the invoice while ensuring all mandatory fields were populated. The background job verified the subscription renewal but encountered a permission error.
ocr_batch_006.json:1178,ocr_batch_006.json,1178,BUG-007062,EXEC-015606,TC-007595,Knowledge Dashboard,HR,"[""Least"", ""Else"", ""Run""]","[""Mouth"", ""Whatever"", ""Support"", ""They"", ""Carry""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Including?""]","[""Official List""]","[""The accountant verified the subscription renewal due to missing configuration settings.""]","[""The system verified the manufacturing order triggering a workflow notification.""]","{""administration"": ""get"", ""return"": ""sister"", ""interest"": ""all"", ""manage"": ""onto""}",1976-10-08T17:59:49,The background job verified the manufacturing order but encountered a permission error.
ocr_batch_006.json:1179,ocr_batch_006.json,1179,BUG-006157,EXEC-005396,TC-013149,CRM Dashboard,Helpdesk,"[""Money"", ""My"", ""Professional"", ""Mean""]","[""Analysis"", ""Back"", ""Might"", ""Knowledge"", ""Actually"", ""Close"", ""Response"", ""Benefit""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Truth?""]","[""Generation List""]","[""The manager escalated the POS receipt but encountered a permission error.""]","[""The user escalated the manufacturing order and successfully completed the transaction.""]","{""nearly"": ""involve"", ""movie"": ""recently"", ""strong"": ""seat"", ""respond"": ""quality"", ""material"": ""fly"", ""despite"": ""law""}",2001-11-20T23:01:57,The manager processed the subscription renewal and successfully completed the transaction.
ocr_batch_006.json:1180,ocr_batch_006.json,1180,BUG-002297,EXEC-008035,TC-015896,Studio Dashboard,Payroll,"[""Court"", ""Fear"", ""Part""]","[""Series"", ""Number"", ""Process"", ""Paper"", ""Majority"", ""Hope"", ""Medical""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Produce?""]","[""To List""]","[""The sales representative rejected the invoice and successfully completed the transaction.""]","[""""]","{""fall"": ""society"", ""note"": ""think""}",2019-08-14T16:27:31,The system configured the transfer but encountered a permission error.
ocr_batch_006.json:1181,ocr_batch_006.json,1181,BUG-005634,EXEC-007788,TC-000031,Helpdesk Dashboard,POS,"[""Page"", ""Of"", ""Life"", ""Air""]","[""Expert"", ""Surface"", ""Special"", ""Role""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Huge?""]","[""Item List""]","[""""]","[""The system updated the manufacturing order but encountered a permission error.""]","{""full"": ""show"", ""heart"": ""her""}",1983-09-12T09:31:48,The warehouse operator validated the subscription renewal but the system raised a validation exception.
ocr_batch_006.json:1182,ocr_batch_006.json,1182,BUG-000497,EXEC-006081,TC-015828,Manufacturing Dashboard,Studio,"[""Truth"", ""Become""]","[""Administration"", ""Add"", ""Student"", ""Three""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm From?""]","[""Policy List""]","[""""]","[""""]","{""marriage"": ""every"", ""truth"": ""nothing""}",1991-12-09T13:07:12,The API endpoint validated the incoming shipment triggering a workflow notification. The accountant configured the incoming shipment but the system raised a validation exception.
ocr_batch_006.json:1183,ocr_batch_006.json,1183,BUG-002175,EXEC-001603,TC-013136,Helpdesk Dashboard,Manufacturing,"[""Action"", ""Poor"", ""Near"", ""Production"", ""Hold""]","[""Occur"", ""Glass"", ""Cultural""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Light?""]","[""Hotel List""]","[""""]","[""The manager updated the subscription renewal triggering a workflow notification.""]","{""stand"": ""seem"", ""to"": ""shake"", ""treat"": ""much"", ""fly"": ""assume"", ""Democrat"": ""environment""}",1980-08-19T03:25:12,The warehouse operator escalated the POS receipt due to missing configuration settings. The background job configured the employee record due to missing configuration settings.
ocr_batch_006.json:1184,ocr_batch_006.json,1184,BUG-000595,EXEC-015552,TC-013757,Inventory Dashboard,Knowledge,"[""Since"", ""Her""]","[""Teach"", ""One"", ""Institution"", ""Tv"", ""Action"", ""Send"", ""Item"", ""Risk""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Scientist?""]","[""She List""]","[""The accountant escalated the employee record after verifying the related documents.""]","[""""]","{""increase"": ""development"", ""wear"": ""image"", ""finally"": ""appear"", ""up"": ""wonder""}",2015-01-18T16:47:26,The system processed the transfer which resulted in an AccessError. The system updated the incoming shipment triggering a workflow notification.
ocr_batch_006.json:1185,ocr_batch_006.json,1185,BUG-009783,EXEC-009991,TC-005030,Manufacturing Dashboard,Accounting,"[""Certainly"", ""Age"", ""Present"", ""Name""]","[""Charge"", ""Of"", ""Early"", ""Cover""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm That?""]","[""Bed List""]","[""The manager attempted to confirm the subscription renewal while ensuring all mandatory fields were populated.""]","[""The sales representative configured the transfer but the system raised a validation exception.""]","{""language"": ""first"", ""free"": ""early"", ""tax"": ""control"", ""four"": ""soon""}",1992-06-20T01:49:45,The manager processed the employee record triggering a workflow notification.
ocr_batch_006.json:1186,ocr_batch_006.json,1186,BUG-005436,EXEC-013356,TC-015556,HR Dashboard,Purchase,"[""East"", ""Rather""]","[""Around"", ""Foot"", ""Rich""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Statement?""]","[""Suggest List""]","[""The background job configured the invoice after verifying the related documents.""]","[""The background job deleted the employee record triggering a workflow notification.""]","{""school"": ""want"", ""indeed"": ""phone""}",2011-12-02T15:33:30,The API endpoint rejected the subscription renewal and successfully completed the transaction. The background job validated the employee record but the system raised a validation exception.
ocr_batch_006.json:1187,ocr_batch_006.json,1187,BUG-002761,EXEC-013203,TC-013804,Purchase Dashboard,HR,"[""Stay"", ""Buy"", ""Think"", ""Side""]","[""Recent"", ""Interesting"", ""Instead"", ""Even"", ""Bar"", ""Create"", ""Hand""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Across?""]","[""Find List""]","[""""]","[""The warehouse operator configured the manufacturing order which resulted in an AccessError.""]","{""girl"": ""fall"", ""move"": ""tough"", ""east"": ""be"", ""which"": ""audience""}",1993-03-11T10:22:40,The API endpoint escalated the transfer due to missing configuration settings.
ocr_batch_006.json:1188,ocr_batch_006.json,1188,BUG-008125,EXEC-012625,TC-006744,eCommerce Dashboard,Maintenance,"[""Level"", ""Conference"", ""Body"", ""Fact""]","[""Second"", ""Anyone"", ""Doctor"", ""Record"", ""May"", ""Allow"", ""Establish"", ""Center""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Well?""]","[""Such List""]","[""The sales representative updated the incoming shipment but the system raised a validation exception.""]","[""The background job attempted to confirm the manufacturing order triggering a workflow notification.""]","{""step"": ""wait"", ""condition"": ""project"", ""gun"": ""certain""}",1980-12-14T02:55:42,The user updated the employee record but encountered a permission error. The manager deleted the invoice after verifying the related documents.
ocr_batch_006.json:1189,ocr_batch_006.json,1189,BUG-004280,EXEC-000346,TC-015488,Inventory Dashboard,Inventory,"[""Top"", ""Guy"", ""Response"", ""Serious""]","[""Side"", ""City"", ""Test"", ""Decision""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Fund?""]","[""Of List""]","[""The API endpoint verified the incoming shipment which resulted in an AccessError.""]","[""""]","{""sometimes"": ""mind"", ""board"": ""cause""}",1974-11-09T19:32:50,The background job processed the manufacturing order due to missing configuration settings. The background job escalated the subscription renewal while ensuring all mandatory fields were populated.
ocr_batch_006.json:1190,ocr_batch_006.json,1190,BUG-007436,EXEC-007683,TC-010748,eCommerce Dashboard,eCommerce,"[""Second"", ""Kid"", ""Health""]","[""Bill"", ""Account"", ""Well"", ""Away"", ""Music""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Draw?""]","[""That List""]","[""""]","[""The background job updated the subscription renewal which resulted in an AccessError.""]","{""health"": ""nation"", ""everybody"": ""over"", ""draw"": ""lot"", ""interview"": ""dinner"", ""color"": ""number"", ""why"": ""he""}",1986-06-20T23:16:42,The manager deleted the incoming shipment while ensuring all mandatory fields were populated.
ocr_batch_006.json:1191,ocr_batch_006.json,1191,BUG-004048,EXEC-009037,TC-009844,Documents Dashboard,Studio,"[""Else"", ""Marriage"", ""His"", ""Cost"", ""Join""]","[""Describe"", ""Market"", ""Feeling""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Question?""]","[""Size List""]","[""""]","[""""]","{""price"": ""statement"", ""cut"": ""dream"", ""Republican"": ""detail"", ""Congress"": ""draw"", ""long"": ""water"", ""feeling"": ""Congress""}",1973-09-19T23:48:55,The system processed the transfer triggering a workflow notification. The sales representative attempted to confirm the POS receipt which resulted in an AccessError.
ocr_batch_006.json:1192,ocr_batch_006.json,1192,BUG-000817,EXEC-017314,TC-019464,Knowledge Dashboard,eCommerce,"[""Place"", ""Possible"", ""Summer""]","[""Bag"", ""Evidence"", ""Small"", ""Already""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm No?""]","[""Mission List""]","[""The background job deleted the employee record and successfully completed the transaction.""]","[""""]","{""southern"": ""when"", ""education"": ""series"", ""outside"": ""executive"", ""plan"": ""risk"", ""rich"": ""just"", ""leave"": ""soon""}",2023-03-19T16:35:58,The system escalated the incoming shipment due to missing configuration settings.
ocr_batch_006.json:1193,ocr_batch_006.json,1193,BUG-007865,EXEC-011402,TC-006955,Payroll Dashboard,eCommerce,"[""Operation"", ""Doctor"", ""Mr""]","[""Main"", ""Fire"", ""Safe"", ""North"", ""Capital"", ""Get""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Exist?""]","[""Truth List""]","[""The user escalated the subscription renewal but the system raised a validation exception.""]","[""""]","{""finish"": ""Congress"", ""black"": ""dinner"", ""bank"": ""management"", ""itself"": ""activity"", ""common"": ""fine""}",2016-08-18T07:37:44,The warehouse operator calculated the POS receipt but encountered a permission error.
ocr_batch_006.json:1194,ocr_batch_006.json,1194,BUG-009556,EXEC-004757,TC-005634,Subscriptions Dashboard,Maintenance,"[""Impact"", ""Offer"", ""Future""]","[""Blue"", ""Get"", ""Although"", ""He"", ""Member"", ""Section""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Hand?""]","[""City List""]","[""""]","[""""]","{""behind"": ""should"", ""wonder"": ""view""}",1982-04-12T04:12:41,The sales representative calculated the incoming shipment which resulted in an AccessError. The sales representative escalated the invoice but encountered a permission error.
ocr_batch_006.json:1195,ocr_batch_006.json,1195,BUG-001605,EXEC-013821,TC-014168,Purchase Dashboard,Manufacturing,"[""Follow"", ""Cost""]","[""Hot"", ""Tonight"", ""Hair"", ""Me"", ""Matter"", ""Still"", ""Hand""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Talk?""]","[""Forward List""]","[""""]","[""The warehouse operator processed the invoice and successfully completed the transaction.""]","{""effort"": ""class"", ""whole"": ""least"", ""hot"": ""though"", ""thought"": ""car"", ""system"": ""wear""}",1978-03-15T19:20:42,The background job calculated the manufacturing order but encountered a permission error.
ocr_batch_006.json:1196,ocr_batch_006.json,1196,BUG-005563,EXEC-001526,TC-005491,Project Dashboard,Website,"[""Boy"", ""Manage"", ""Catch""]","[""Actually"", ""Car"", ""Air"", ""Sense"", ""Above"", ""State"", ""Billion""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Democratic?""]","[""Sure List""]","[""""]","[""The system escalated the transfer which resulted in an AccessError.""]","{""the"": ""executive"", ""ball"": ""subject"", ""conference"": ""news"", ""thought"": ""bank"", ""least"": ""full""}",2001-12-30T18:24:37,The sales representative rejected the subscription renewal due to missing configuration settings. The user escalated the subscription renewal but the system raised a validation exception.
ocr_batch_006.json:1197,ocr_batch_006.json,1197,BUG-001202,EXEC-016498,TC-018912,Manufacturing Dashboard,POS,"[""Body"", ""Hour"", ""Word"", ""Role""]","[""Network"", ""These"", ""Claim"", ""Back"", ""Individual"", ""Cup"", ""Eight""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Staff?""]","[""North List""]","[""""]","[""The API endpoint updated the invoice and successfully completed the transaction.""]","{""nothing"": ""firm"", ""film"": ""seven"", ""once"": ""why"", ""against"": ""price"", ""center"": ""usually"", ""care"": ""standard""}",2008-08-16T10:03:13,The sales representative rejected the transfer but the system raised a validation exception. The accountant attempted to confirm the incoming shipment due to missing configuration settings.
ocr_batch_006.json:1198,ocr_batch_006.json,1198,BUG-001027,EXEC-001528,TC-009533,eCommerce Dashboard,Quality,"[""Hand"", ""Important""]","[""Order"", ""Certain"", ""Per"", ""Operation""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Check?""]","[""Feeling List""]","[""The warehouse operator configured the POS receipt while ensuring all mandatory fields were populated.""]","[""The accountant attempted to confirm the POS receipt which resulted in an AccessError.""]","{""voice"": ""nature"", ""strong"": ""color"", ""value"": ""production"", ""none"": ""reveal""}",2011-09-26T00:18:43,The sales representative deleted the manufacturing order triggering a workflow notification. The system escalated the subscription renewal after verifying the related documents.
ocr_batch_006.json:1199,ocr_batch_006.json,1199,BUG-007035,EXEC-019801,TC-007952,Website Dashboard,Knowledge,"[""Fly"", ""Majority"", ""Pm"", ""Management"", ""Heart""]","[""Term"", ""Western"", ""Lead""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Oil?""]","[""Child List""]","[""The manager escalated the POS receipt but the system raised a validation exception.""]","[""""]","{""however"": ""back"", ""condition"": ""answer"", ""simple"": ""even"", ""view"": ""case""}",2006-05-24T17:29:37,The background job configured the manufacturing order and successfully completed the transaction.
ocr_batch_006.json:1200,ocr_batch_006.json,1200,BUG-007107,EXEC-004308,TC-016445,Documents Dashboard,CRM,"[""Up"", ""Hot"", ""Inside""]","[""Appear"", ""Program"", ""With"", ""Audience"", ""Believe"", ""General""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Every?""]","[""Return List""]","[""""]","[""The user verified the POS receipt which resulted in an AccessError.""]","{""entire"": ""shake"", ""young"": ""miss"", ""peace"": ""there"", ""during"": ""sign"", ""social"": ""experience""}",1995-04-25T00:08:12,The warehouse operator updated the incoming shipment which resulted in an AccessError.
ocr_batch_006.json:1201,ocr_batch_006.json,1201,BUG-009137,EXEC-009874,TC-013308,Subscriptions Dashboard,Purchase,"[""Onto"", ""Usually""]","[""Machine"", ""Reflect"", ""Teacher""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Understand?""]","[""Debate List""]","[""The API endpoint rejected the manufacturing order after verifying the related documents.""]","[""""]","{""history"": ""establish"", ""buy"": ""their""}",1995-01-04T21:54:56,The API endpoint processed the employee record due to missing configuration settings. The user configured the manufacturing order due to missing configuration settings.
ocr_batch_006.json:1202,ocr_batch_006.json,1202,BUG-008338,EXEC-012662,TC-004044,POS Dashboard,eCommerce,"[""Prepare"", ""Focus"", ""White""]","[""Board"", ""Green"", ""Dark""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Feeling?""]","[""To List""]","[""""]","[""""]","{""able"": ""purpose"", ""for"": ""traditional"", ""certainly"": ""sister"", ""agreement"": ""property""}",2012-03-19T23:39:17,The sales representative verified the POS receipt while ensuring all mandatory fields were populated.
ocr_batch_006.json:1203,ocr_batch_006.json,1203,BUG-002546,EXEC-004088,TC-006692,Purchase Dashboard,Knowledge,"[""Experience"", ""Health"", ""Student"", ""Prove""]","[""Military"", ""Expect"", ""Else"", ""Reach"", ""Price"", ""Exactly""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm List?""]","[""Very List""]","[""""]","[""""]","{""catch"": ""none"", ""daughter"": ""entire"", ""likely"": ""early"", ""peace"": ""smile"", ""travel"": ""leader"", ""pick"": ""choice""}",2009-07-12T17:18:16,The background job verified the transfer triggering a workflow notification. The API endpoint configured the transfer but the system raised a validation exception.
ocr_batch_006.json:1204,ocr_batch_006.json,1204,BUG-009261,EXEC-005890,TC-003742,POS Dashboard,Maintenance,"[""Fly"", ""Significant"", ""Mother"", ""Participant""]","[""Newspaper"", ""Direction"", ""Most"", ""Measure""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Top?""]","[""Exactly List""]","[""""]","[""""]","{""say"": ""Democrat"", ""discover"": ""future"", ""hand"": ""society"", ""again"": ""fire"", ""increase"": ""fire"", ""both"": ""animal""}",1994-02-08T19:05:20,The warehouse operator deleted the incoming shipment and successfully completed the transaction.
ocr_batch_006.json:1205,ocr_batch_006.json,1205,BUG-004723,EXEC-012380,TC-013885,Payroll Dashboard,Rental,"[""Work"", ""Word"", ""How"", ""Son""]","[""Stand"", ""These"", ""Table"", ""Treatment"", ""Security"", ""Cultural"", ""Campaign""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Away?""]","[""Sound List""]","[""The background job calculated the employee record while ensuring all mandatory fields were populated.""]","[""The background job configured the POS receipt while ensuring all mandatory fields were populated.""]","{""lawyer"": ""drug"", ""hair"": ""box"", ""believe"": ""management"", ""white"": ""senior""}",2012-10-28T22:18:07,The manager deleted the incoming shipment but encountered a permission error.
ocr_batch_006.json:1206,ocr_batch_006.json,1206,BUG-007766,EXEC-014031,TC-007181,Helpdesk Dashboard,Quality,"[""Send"", ""Wrong""]","[""Film"", ""Mean"", ""Believe"", ""Listen"", ""Most""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Himself?""]","[""Involve List""]","[""""]","[""""]","{""democratic"": ""well"", ""camera"": ""people"", ""skill"": ""possible"", ""quality"": ""article""}",1989-03-02T02:16:35,The user updated the employee record and successfully completed the transaction.
ocr_batch_006.json:1207,ocr_batch_006.json,1207,BUG-008174,EXEC-011197,TC-016339,Inventory Dashboard,CRM,"[""East"", ""Professional"", ""Against"", ""Perform"", ""Teach""]","[""Teach"", ""Significant"", ""Miss"", ""Process"", ""Among""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Upon?""]","[""Discover List""]","[""The sales representative updated the invoice triggering a workflow notification.""]","[""""]","{""mission"": ""light"", ""exist"": ""good"", ""issue"": ""western"", ""source"": ""response"", ""represent"": ""whose"", ""clearly"": ""goal""}",1979-01-10T17:48:07,The user processed the manufacturing order after verifying the related documents. The warehouse operator updated the subscription renewal after verifying the related documents.
ocr_batch_006.json:1208,ocr_batch_006.json,1208,BUG-007017,EXEC-000584,TC-015071,Accounting Dashboard,CRM,"[""Ago"", ""Stand""]","[""Anything"", ""Compare"", ""Cost"", ""Security""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Read?""]","[""Avoid List""]","[""""]","[""The warehouse operator rejected the manufacturing order due to missing configuration settings.""]","{""future"": ""minute"", ""huge"": ""show"", ""game"": ""interest"", ""evening"": ""through"", ""allow"": ""international""}",1999-06-04T05:52:22,The warehouse operator validated the subscription renewal but encountered a permission error. The user calculated the employee record due to missing configuration settings.
ocr_batch_006.json:1209,ocr_batch_006.json,1209,BUG-008734,EXEC-010014,TC-007598,Studio Dashboard,Helpdesk,"[""Professor"", ""Begin"", ""Study""]","[""Board"", ""Stand"", ""Wait""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Military?""]","[""Record List""]","[""The accountant attempted to confirm the employee record and successfully completed the transaction.""]","[""The API endpoint updated the transfer triggering a workflow notification.""]","{""fall"": ""foot"", ""former"": ""account"", ""hundred"": ""boy"", ""down"": ""several"", ""should"": ""method"", ""military"": ""manage""}",2000-04-14T03:38:17,The manager processed the incoming shipment which resulted in an AccessError. The manager deleted the subscription renewal and successfully completed the transaction.
ocr_batch_006.json:1210,ocr_batch_006.json,1210,BUG-009073,EXEC-000560,TC-017578,Subscriptions Dashboard,Quality,"[""Throughout"", ""Television"", ""Whose"", ""Write""]","[""Move"", ""Card"", ""Full"", ""Indicate"", ""Explain"", ""Skin""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Question?""]","[""Idea List""]","[""The API endpoint escalated the manufacturing order due to missing configuration settings.""]","[""The system rejected the incoming shipment which resulted in an AccessError.""]","{""unit"": ""before"", ""respond"": ""article""}",2012-11-18T11:30:53,The background job updated the transfer but encountered a permission error.
ocr_batch_006.json:1211,ocr_batch_006.json,1211,BUG-009927,EXEC-009041,TC-018591,eCommerce Dashboard,Project,"[""Wall"", ""Contain"", ""Involve"", ""Data"", ""Event""]","[""Success"", ""Fill"", ""Thus"", ""Point"", ""Indeed"", ""There"", ""Day""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Direction?""]","[""Network List""]","[""""]","[""The background job escalated the employee record but encountered a permission error.""]","{""little"": ""table"", ""remember"": ""glass"", ""wear"": ""want"", ""represent"": ""prepare"", ""fear"": ""those""}",1990-07-31T17:09:44,The user validated the manufacturing order but encountered a permission error. The background job configured the incoming shipment but the system raised a validation exception.
ocr_batch_006.json:1212,ocr_batch_006.json,1212,BUG-000889,EXEC-007875,TC-017984,Subscriptions Dashboard,Sales,"[""Billion"", ""Play"", ""Per"", ""Good"", ""Husband""]","[""His"", ""Democrat"", ""Quality"", ""All""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Necessary?""]","[""Consider List""]","[""""]","[""The background job validated the subscription renewal but encountered a permission error.""]","{""sort"": ""fast"", ""north"": ""each"", ""organization"": ""dog"", ""here"": ""final""}",1976-04-08T05:16:50,The warehouse operator deleted the invoice triggering a workflow notification. The accountant attempted to confirm the incoming shipment triggering a workflow notification.
ocr_batch_006.json:1213,ocr_batch_006.json,1213,BUG-000556,EXEC-006606,TC-007840,Studio Dashboard,Quality,"[""Charge"", ""Think"", ""Size"", ""Necessary""]","[""Vote"", ""Bar"", ""North"", ""Indeed"", ""Specific""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Interest?""]","[""Should List""]","[""""]","[""The background job verified the employee record which resulted in an AccessError.""]","{""rock"": ""machine"", ""store"": ""stock"", ""feeling"": ""matter""}",1980-11-14T04:03:11,The user escalated the invoice after verifying the related documents. The user escalated the incoming shipment while ensuring all mandatory fields were populated.
ocr_batch_006.json:1214,ocr_batch_006.json,1214,BUG-005346,EXEC-004250,TC-008398,Payroll Dashboard,Sales,"[""Close"", ""Final"", ""Know"", ""Board""]","[""Scientist"", ""Free"", ""Yard"", ""Finish"", ""Friend"", ""Once"", ""Parent""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Perform?""]","[""Oil List""]","[""""]","[""""]","{""audience"": ""fast"", ""evening"": ""sell"", ""us"": ""necessary"", ""stuff"": ""likely""}",2025-12-11T20:03:50,The warehouse operator deleted the incoming shipment due to missing configuration settings.
